acession_no,book_title,author,price_inr,price_dollar,price_euro,publisher,issued,number_donated,book_shelf_no,compartment_no,no_copies
2137.0,Fundamentals Of Database Systems (REPLACE),Elmasri Navathe,350.00,,,BPB,,932997,DCSE/E/98/5,1.0,1.0
2140.0,Fundamentals Of Database Systems (REPLACE),Elmasri Navathe,449.29,,,BPB,,932998,DCSE/E/98/5,1.0,2.0
3198.0,An Integrated Approach to Software Engineering,Jalote,350.00,,,Narosa,,1113387,DCSE/E/98/5,1.0,3.0
1721.0,Programming Languages(REPLACE),Pratt & Zelkourity,195.00,,,PHI,ISSUED (PKS),891163,DCSE/E/98/5,1.0,4.0
1839.0,Programming with C++ (REPLACE),Hubbard.J,,,,MC GRAW,,897893,DCSE/E/98/5,1.0,5.0
1722.0,Programming Languages (replace),Pratt & Zelkourity,195.00,,,PHI,,891162,DCSE/E/98/5,1.0,6.0
2360.0,Compilers,Aho Sethi Ullman,395.00,,,Pearson,,978707,DCSE/E/98/5,1.0,7.0
3105.0,UNIX Network Programming,Stevens,395.00,,,PHI,,1113551,DCSE/E/98/5,1.0,8.0
3215.0,Modern Operating System,Tanenbaum,450.00,,,PHI,,1113505,DCSE/E/98/5,1.0,9.0
3104.0,Intro. To Automata Theory Languages & Computation,"Hopcraft,Motwani,Ullman",465.00,,,Pearson,,1113405,DCSE/E/98/5,1.0,10.0
3203.0,Advanced Computer Architectures- A design space approach,"Sima, Fountain",655.00,,,Pearson,,1113382,DCSE/E/98/5,1.0,11.0
3166.0,Computer Graphics Principles & Practices in C,"Foley,Dam,Feiner,John",725.00,,,Pearson,,1113417,DCSE/E/98/5,1.0,12.0
3201.0,Advanced Computer Architectures- A design space approach,"Sima, Fountain",655.00,,,Pearson,,1113385,DCSE/E/98/5,1.0,13.0
3146.0,Operating Systems Internals & Design Principles,Stallings,525.00,,,Pearson,,1113521,DCSE/E/98/5,1.0,14.0
3102.0,Intro. To Automata Theory Languages & Computation,"Hopcraft,Motwani,Ullman",465.00,,,Pearson,,1113407,DCSE/E/98/5,1.0,15.0
3124.0,Fundamentals of Computer Algorithm,"Horowitz,sahni,Rajshekhran",375.00,,,University Press,,1113480,DCSE/E/98/5,1.0,16.0
3213.0,Artificial Intelligence- A Modern Approach,"Russell,Norvig",535.00,,,Pearson,,1113402,DCSE/E/98/5,3.0,17.0
3109.0,Artificial Intelligence ,"Rich,Knight,Nair",435.00,,,Tata MCG,,1113397,DCSE/E/98/5,2.0,1.0
3130.0,Fundamentals of Database Systems,Elmasri Navathe,525.00,,,Pearson,,1113483,DCSE/E/98/5,2.0,2.0
3132.0,Fundamentals of Database Systems,Elmasri Navathe,525.00,,,Pearson,,1113485,DCSE/E/98/5,2.0,3.0
3322.0,"Advanced Computer Architectures- Parallism, Scalability, Programmability","Hwang,J",650.00,,,McGRAW Hill,,1105728,DCSE/E/98/5,2.0,4.0
2587.0,Computer Organisation & Architecture,Stallings,350.00,,,PHI,,1064382,DCSE/E/98/5,2.0,5.0
2641.0,Distributed Systems 4th edition,Coulouris et al.,545.00,,,Pearson Education,,1064439,DCSE/E/98/5,2.0,6.0
3450.0,Computer Organization,Hamacher Zaky,,,,McGRAW Hill,,1120544,DCSE/E/98/5,2.0,7.0
1428.0,Programming in C++,Dewhurst Stark,150.00,,,Galgotia,,812224,DCSE/E/98/5,2.0,8.0
2421.0,Advanced Computer Architecture (REPLACE),"Dezso Sima. Peter. Terence,Fountain",475.00,,,Pearson Education,,998146,DCSE/E/98/5,2.0,9.0
2488.0,The Complete Reference JAVA J2SE 5th Edition (REPLACE),Schildt,425.00,,,Mc Graw Hill,,987989,DCSE/E/98/5,2.0,10.0
2412.0,Parallel Computing (REPLACE),Law,,,,Pearson Education,,972369,DCSE/E/98/5,2.0,11.0
2346.0,Data Structure & Algorithms,Aho,260.00,,,P/E,,937940,DCSE/E/98/5,2.0,12.0
2313.0,C by Example (REPLACE),Ray Duncan,,,,cup,,932799,DCSE/E/98/5,2.0,13.0
1929.0,Mathmatical Elements for Computer Graphics (REPLACE),Rogers,, $ 11.95 ,,Mc Graw,,910068,DCSE/E/98/5,2.0,15.0
1179.0,Proce. Elements for Comp. Graphics,Rogers,, $ 6.50 ,,Mc Graw,,1179,DCSE/E/98/5,2.0,16.0
1156.0,Introduction to Operation Research,Gillett,81.00,,,TMH,,806141,DCSE/E/98/5,2.0,17.0
2018.0,Introduction to Algorithms (REPLACE),Corman,275.00,,,PHI,,917106,DCSE/E/98/5,2.0,18.0
3148.0,Operating Systems Internals & Design Principles,Stallings,525.00,,,Pearson,,1113523,DCSE/E/98/5,2.0,18.0
3145.0,Operating Systems Internals & Design Principles,Stallings,525.00,,,Pearson,,1113542,DCSE/E/98/5,2.0,19.0
3158.0,Data & Computer Communication,Stallings,525.00,,,Pearson,,1113448,DCSE/E/98/5,2.0,19.0
3449.0,Computer Organization,Hamacher Zaky,,,,McGRAW Hill,,1120543,DCSE/E/98/5,2.0,20.0
1551.0,Understanding Pointers in C (REPLACE),Kanetkar,,,,,,855858,DCSE/E/98/5,2.0,21.0
3424.0,Machine Learning,Mitchell,,,,McGRAW Hill,,1120604,DCSE/E/98/5,2.0,23.0
2566.0,System Analysis & Design,Elias M. Awad,385.00,,,Galgotia,,1064359,DCSE/E/98/5,2.0,24.0
3377.0,"Thoery of computer science, automata , language & computation",Mishra & Chandrasekaran,,,,Eastern Economy Edition,,1120623,DCSE/E/98/5,2.0,25.0
546.0,Discrete Maths. : A Unified Approach,Witala,119.25,,,Mc Graw,,766500,DCSE/E/98/5,3.0,1.0
2825.0,An Integrated Approach to Software Engineering,Jalote,315.00,,,Narosa,,1056798,DCSE/E/98/5,3.0,2.0
3411.0,Data Mining concepts & techniques,"Han, Kamber & Jian Pei",,,,Elsevier,,1120578,DCSE/E/98/5,3.0,2.0
3001.0,Data Communications & Networking,Forouzan,435.00,,,Tata MCG,,1090277,DCSE/E/98/5,3.0,4.0
2819.0,Database System Concepts,Silberschatz,483.00,,,Mc Graw Hill,,1056790,DCSE/E/98/5,3.0,5.0
3177.0,Mathmatical Elements for Computer Graphics ,Rogers Adams,440.00,,,Tata MCG,,1113501,DCSE/E/98/5,3.0,6.0
2130.0,Schaum's Outlines Dis. Mathmatics,Lipschatz S.,225.00,,,Tata Mc Graw Hill,,932990,DCSE/E/98/5,3.0,7.0
2838.0,Computer Networks,Tanenbaum,375.00,,,Pearson Education,,1056812,DCSE/E/98/5,3.0,8.0
2837.0,Computer Networks,Tanenbaum,375.00,,,Pearson Education,,1056813,DCSE/E/98/5,3.0,9.0
3398.0,Wireless communications & Networks,William Stallings,,,,Pearson,,1120628,DCSE/E/98/5,3.0,10.0
2102.0,Operating Systems,Milenkovic,195.00,,,TMH,,936240,DCSE/E/98/5,3.0,11.0
2019.0,Algorithm,Cormen T.H.,275.00,,,PHI,,917107,DCSE/E/98/5,3.0,12.0
3302.0,Modern Information Retrieval,"Yates, R.B",449.10,,,Pearson,,1105805,DCSE/E/98/5,3.0,13.0
3413.0,Data Mining concepts & techniques,"Han, Kamber & Jian Pei",,,,Elsevier,,1120580,DCSE/E/98/5,3.0,14.0
3092.0,Data Communications & Networking,Forouzan,470.00,,,Tata MCG,,1113453,DCSE/E/98/5,3.0,15.0
3190.0,Operating Systems Concepts,"Silberschatz, Galvin",499.00,,,Wiley,,1113911,DCSE/E/98/5,3.0,16.0
2017.0,Algorithm,Cormen T.H.,,,,PHI,,907110,DCSE/E/98/5,3.0,17.0
3135.0,Fundamentals of Database Systems,Elmasri Navathe,525.00,,,Pearson,,1113487,DCSE/E/98/5,3.0,19.0
3442.0,Fubdamentals of Digital Image Processing,A. Jain,,,,Pearson,,1120558,DCSE/E/98/5,3.0,20.0
2723.0,Introduction to Digital Image Processing with Matlab,Acandrew,325.00,,,Cengage Learning,,1056900,DCSE/E/98/5,3.0,21.0
2818.0,Database System Concepts,Silberschatz,483.00,,,Mc Graw Hill,,1056791,DCSE/E/98/5,3.0,22.0
2565.0,System Analysis & Design,Elias M. Awad,385.00,,,Galgotia,,1064360,DCSE/E/98/5,3.0,23.0
2580.0,Digital Logic & Computer Design,M. Morris Mano,265.00,,,Pearson Education,,1064377,DCSE/E/98/5,3.0,24.0
3415.0,Data Mining concepts & techniques,"Han, Kamber & Jian Pei",,,,Elsevier,,1120577,DCSE/E/98/5,4.0,1.0
3327.0,Computer Network,Tanenbaum,485.00,,,Pearson,,1105735,DCSE/E/98/5,4.0,2.0
3133.0,Fundamentals of Database Systems,Elmasri Navathe,525.00,,,Pearson,,1113484,DCSE/E/98/5,4.0,3.0
3242.0,Cryptography & Network Security: Principles & Practices,"Stallings,W",425.00,,,Pearson,,1097715,DCSE/E/98/5,4.0,4.0
2584.0,Digital Logic & Computer Design,M. Morris Mano,265.00,,,Pearson Education,,1064380,DCSE/E/98/5,4.0,5.0
3091.0,Data Communications & Networking,Forouzan,470.00,,,Tata MCG,,1113454,DCSE/E/98/5,4.0,6.0
3081.0,Computer Oriented Numerical Methods,Rajaraman,95.00,,,PHI,,1113425,DCSE/E/98/5,4.0,7.0
2802.0,Introduction to Multiagent Systems,Michael W.,2898.00,,,Star Edu.,,1064805,DCSE/E/98/5,4.0,8.0
3396.0,Wireless communications & Networks,William Stallings,,,,Pearson,,1120625,DCSE/E/98/5,4.0,9.0
3433.0,Wireless communications Principles & practice,Rappaport,,,,Pearson,,1120558,DCSE/E/98/5,4.0,10.0
2849.0,Compilers,"Aho, Ullman",565.00,,,Pearson Education,,2849,DCSE/E/98/5,4.0,11.0
2847.0,Compilers,"Aho, Ullman",565.00,,,Pearson Education,,1056821,DCSE/E/98/5,4.0,12.0
2784.0,Theory of Computation,Sipser,255.00,,,Cengage Learning,,1056961,DCSE/E/98/5,4.0,13.0
3049.0,Computational Intelligence : A Logical Approach,Poole.D.,385.00,,,Oxford University Press,,1094731,DCSE/E/98/5,4.0,14.0
2964.0,Wireless Networking,Nicopolutidis,279.00,,,Wiley India,,1084012,DCSE/E/98/5,4.0,15.0
3366.0,Data Mining,"witten, Frank, Hall",,,,Elsevier,,1120584,DCSE/E/98/5,4.0,16.0
3425.0,Machine Learning,Mitchell,,,,McGRAW Hill,,1120607,DCSE/E/98/5,4.0,17.0
2759.0,Programming in MATLAB,Hernjter M.,395.00,,,Cengage Learning,,1056937,DCSE/E/98/5,4.0,18.0
3116.0,Artificial Intelligence ,"Rich,Knight,Nair",435.00,,,Tata MCG,,113398,DCSE/E/98/5,4.0,19.0
2016.0,Algorithm,Cormen T.H.,275.00,,,PHI,,2016,DCSE/E/98/5,4.0,20.0
2804.0,Computational Intelligence : An Introduction 2 ed.,Piea,5313.00,,,Star Edu.,,1064800,DCSE/E/98/5,4.0,20.0
113.0,"IBM PC-DOC Handbook,Ed.2","King,Richard Alan",60.00,,,BPB Pub.,,737193,CS/08-09/286/7,4.0,20.0
114.0,Assem.Lang.Tech. for the 8086-8088,"Erskine, Robert",90.00,,,Pitman,,737497,CS/08-09/286/7,4.0,15.0
402.0,Theory & Prob. Of Program with Basic,Gotthried,, $ 3.95 ,,TMH,,763544,CS/08-09/286/7,5.0,2.0
403.0,Theory & Prob. Of Program with Basic,Gotthried,, $ 3.95 ,,TMH,,763548,CS/08-09/286/7,4.0,19.0
404.0,Theory & Prob. Of Program with Basic,Gotthried,, $ 3.95 ,,TMH,,763546,CS/08-09/286/7,4.0,18.0
405.0,Theory & Prob. Of Program with Basic,Gotthried,, $ 3.95 ,,TMH,,763547,CS/08-09/286/7,5.0,3.0
1000.0,The Com. Astr. (Pocket Gui. & Caset),Hamlyn,635.43,,,,,780262,CS/08-09/286/7,5.0,8.0
1150.0,Prog. Lang. Des. & Implementation,Pratt,95.00,,,P.Hall,,806135,CS/08-09/286/7,4.0,9.0
1187.0,Intro. to Operation Research,Gillett,81.00,,,TMH,,807421,CS/08-09/286/7,4.0,10.0
1197.0,A II nd Cou. In Comp. Sc. With Pascal,McCraken,185.90,,,J.Wiley,,815394,CS/08-09/286/7,4.0,21.0
1254.0,Data Processing,Kroenke,100.00,,,Galgotia,,812478,CS/08-09/286/7,4.0,6.0
1255.0,Prog. With Adva. Structured COBOL,New Commer,189.80,,,Mc Graw,,812482,CS/08-09/286/7,4.0,7.0
1262.0,Artificial Intelligence ,Rich & Knight,150.00,,,TMH,,812483,CS/08-09/286/7,4.0,22.0
1263.0,Fundamentals of Computers,Raja Raman,55.00,,,PHI,,812490,CS/08-09/286/7,4.0,23.0
1266.0,Fundamentals of Computers,Raja Raman,55.00,,,PHI,,812494,CS/08-09/286/7,4.0,8.0
1270.0,Funda. Of Comp.Algorithms (REPLACE),Horowitz.E,,,,,,812498,CS/08-09/286/7,4.0,11.0
1271.0,Microcomputert Systems,Liv Gibson,100.00,,,Galgotia,,812499,CS/08-09/286/7,4.0,12.0
1272.0,Intro. to Auto. Theo. Lang. & Comp.,Hopcraft & Ullman,95.00,,,PHI,,1272,CS/08-09/286/7,4.0,4.0
1273.0,Computer Assisted Decision Models,Kapoor R.,100.00,,,Galgotia,,812648,CS/08-09/286/7,4.0,3.0
1276.0,Illustrated Turbo C++,Wang & Bibb,150.00,,,TMH,,812651,CS/08-09/286/7,4.0,24.0
1277.0,Programming in C++,Chirlian,70.00,,,CBS,,812654,CS/08-09/286/7,4.0,2.0
1278.0,Programming in C++,Chirlian,70.00,,,,,812653,CS/08-09/286/7,4.0,1.0
1284.0,Exploring Artificial Intelligence ,Shrobe,668.12,,,Morgan Kaufiman,,812224,CS/08-09/286/7,5.0,10.0
2012.0,Applied Discrete Structure,Joshi K.D.,210.00,,,New Age International,,910657,CS/08-09/286/7,4.0,13.0
2582.0,Digital Logic & Computer Design,M. Morris Mano,265.00,,,Pearson Education,,1064376,CS/08-09/286/7,5.0,7.0
2785.0,Theory of Computation,Sipser,255.00,,,Cengage Learning,,1056962,CS/08-09/286/7,4.0,17.0
2850.0,Compilers,"Aho, Ullman",565.00,,,Pearson Education,,1056823,CS/08-09/286/7,5.0,1.0
3046.0,Smart phone & Next Generation Mobile Computing,Zheng.P.,425.00,,,Elsevier,,1113390,CS/08-09/286/7,4.0,14.0
3182.0,Operating Systems Concepts,"Silberschatz, Galvin",499.00,,,Wiley,,113518,CS/08-09/286/7,5.0,6.0
3184.0,Operating Systems Concepts,"Silberschatz, Galvin",499.00,,,Wiley,,1113519,CS/08-09/286/7,5.0,5.0
3363.0,Data Mining,"witten, Frank, Hall",,,,Elsevier,,1120583,CS/08-09/286/7,5.0,4.0
3364.0,Data Mining,"witten, Frank, Hall",,,,Elsevier,,1120582,CS/08-09/286/7,4.0,16.0
3385.0,Intro. To language & theory of computation,martin,,,,McGRAW Hill,,1120630,CS/08-09/286/7,5.0,9.0
4.0,COBOL for Beginners,"Worth,Thomas",55.00,,,PHI,,812808,CS/E/99-1,1.0,4.0
1115.0,An Introduction to Database System,Desai,110.00,,,Galgotia,,812658,CS/E/99-1,1.0,1.0
1284.0,Exploring Artificial Intelligence ,Shrobe,668.12,,,Morgan Kaufiman,,812722,CS/E/99-1,1.0,2.0
1286.0,dBase III Plus Made Simple,Taxali,66.00,,,TMH,,812804,CS/E/99-1,1.0,7.0
1287.0,dBase III Plus Made Simple,Taxali,66.00,,,TMH,,812809,CS/E/99-1,1.0,8.0
1291.0,Introduction to Computer Science,Tremblay Bunt,, $ 14.95 ,,TMH,,812801,CS/E/99-1,1.0,9.0
1292.0,Introduction to Computer Science,Tremblay Bunt,, $ 14.95 ,,TMH,,812802,CS/E/99-1,1.0,10.0
1293.0,Introduction to Computer Science,Tremblay Bunt,, $ 14.95 ,,TMH,,812803,CS/E/99-1,1.0,11.0
1294.0,Ux Sys. V/386 R. 4 Net. User & Ad. Gu.,AT & T,175.00,,,PHI,,812818,CS/E/99-1,1.0,12.0
1295.0,Ux Sys. V/386 R. 4 Pd. O/V & Mas Ind,AT & T,95.00,,,PHI,,812824,CS/E/99-1,1.0,13.0
1296.0,Ux Sys. V/386 R. 4 Sys. Adm. Ref. Man.,AT & T,225.00,,,PHI,,812820,CS/E/99-1,1.0,14.0
1297.0,Ux Sys. V/386 R. 4 Mouse Dr. Adm.Gu.,AT & T,125.00,,,PHI,,812822,CS/E/99-1,1.0,15.0
1298.0,Ux Sys. V/386 R. 4 User's Ref. Man..,AT & T,22.00,,,PHI,,812826,CS/E/99-1,1.0,16.0
1299.0,Ux Sys. V/386 R. 4 Sys. Adm. Guide.,AT & T,150.00,,,PHI,,812819,CS/E/99-1,1.0,17.0
1300.0,Ux Sys. V/386 R. 4 Net. User's Guide,AT & T,195.00,,,PHI,,812812,CS/E/99-1,1.0,18.0
1301.0,Ux Sys. V/386 R. 4 Prog. Ref. Manual,AT & T,175.00,,,PHI,,812821,CS/E/99-1,2.0,1.0
1302.0,Ux Sys. V/386 Prog. Gu: SCSI Dr. Int.,AT & T,59.00,,,PHI,,812829,CS/E/99-1,2.0,2.0
1303.0,Ux Sys. V R. 4 Pg Gu: ANSI Pg. Su. Tls.,AT & T,195.00,,,PHI,,812811,CS/E/99-1,2.0,3.0
1304.0,US V R. 4 P Gu: Ch U Int. FMLI & ETI,AT & T,195.00,,,PHI,,812814,CS/E/99-1,2.0,4.0
1305.0,Ux Sys. V R. 4 Prog. Gu Net. Interfaces,AT & T,195.00,,,PHI,,812813,CS/E/99-1,2.0,5.0
1307.0,Ux Sys. V R. 4 Prog. Gu POSIX Con.,AT & T,29.00,,,PHI,,812827,CS/E/99-1,2.0,6.0
1308.0,U S V R4 PG Sys Ser & App Pac Tools,AT & T,125.00,,,PHI,,812815,CS/E/99-1,2.0,7.0
1309.0,Ux Sys. V/386 R. 4 Dev Dr Int Ref Man,AT & T,95.00,,,PHI,,812825,CS/E/99-1,2.0,8.0
1310.0,Ux Sys. V R. 4 Prog. Guide Streaming,AT & T,135.00,,,PHI,,812810,CS/E/99-1,2.0,9.0
1311.0,Ux Sys V/386 R 4 Inte. Int. Develop.,AT & T,125.00,,,PHI,,812823,CS/E/99-1,2.0,10.0
1312.0,Ux Sys. V ANSI C Transition Guide,AT & T,29.00,,,PHI,,812817,CS/E/99-1,2.0,11.0
1313.0,Ux Sys. V R 4 BSD/Xenix Comp. Gu.,AT & T,95.00,,,PHI,,812816,CS/E/99-1,2.0,12.0
1314.0,Ux Sys. V/386 Rel 4 Migration Guide,AT & T,49.00,,,PHI,,812828,CS/E/99-1,2.0,13.0
1315.0,Data and Computer Communication,Stallings,, $ 12.95 ,,PHI,,812830,CS/E/99-1,2.0,14.0
1316.0,Operation Research,Taha,460.95,,,McMillan,,812981,CS/E/99-1,2.0,15.0
1317.0,Linear Programming with Applications,Strayer J.K,88.00,,,Narosa ,,817044,CS/E/99-1,2.0,16.0
1318.0,Linear Programming with Applications,Strayer J.K,88.00,,,Narosa ,,817043,CS/E/99-1,2.0,17.0
1319.0,Algebra for Computer Science,"Garding L., Tabour T.",75.00,,,Narosa ,,817046,CS/E/99-1,2.0,18.0
1320.0,Algebra for Computer Science,"Garding L., Tabour T.",75.00,,,Narosa ,,817045,CS/E/99-1,2.0,19.0
1322.0,Comp. Aided Des. Soft. & Ana. Tools,Jalote P,275.00,,,Springer Verley,,817048,CS/E/99-1,2.0,20.0
1323.0,IBM PC and Clones,Govindrajalu,360.00,,,TMH,,817049,CS/E/99-1,2.0,21.0
1325.0,DOS 5 A to Z,Masters G.,295.00,,,BPB,,817052,CS/E/99-1,2.0,23.0
1326.0,DOS 5 A to Z,Masters G.,295.00,,,BPB,,817051,CS/E/99-1,2.0,24.0
1329.0,The C Ody. Win: Brave New World,Mukhi,225.00,,,BPB,,817056,CS/E/99-1,2.0,25.0
1330.0,The C Ody. OS/2 & PM into Inf World,Mukhi,225.00,,,BPB,,817058,CS/E/99-1,2.0,26.0
1332.0,The C Ody. Network & RDBMS,Mukhi,225.00,,,BPB,,817059,CS/E/99-1,3.0,1.0
1333.0,The C Ody. Unchatered Waters,Mukhi,225.00,,,BPB,,817054,CS/E/99-1,3.0,2.0
1334.0,Learn Lotus 1-2-3 in a Day,Stultz,36.00,,,BPB,,817060,CS/E/99-1,3.0,3.0
1335.0,Mailing Lists using dBase,Stultz,45.00,,,BPB,,807060,CS/E/99-1,3.0,4.0
1336.0,Presentation with Harvard Graphics,Hoath,45.00,,,BPB,,817062,CS/E/99-1,3.0,5.0
1337.0,Obj. Oriented Prog. Using Turbo C++,Smith,45.00,,,BPB,,817063,CS/E/99-1,3.0,6.0
1338.0,Write your own Prog. Using C++,Smith,45.00,,,BPB,,817064,CS/E/99-1,3.0,7.0
1339.0,Illustrated Turbo C++,Wang & Bibb,120.00,,,BPB,,817065,CS/E/99-1,3.0,8.0
1340.0,Programmer's Guide to the EGA / VGA,Sutty Blair,210.00,,,BPB,,817066,CS/E/99-1,3.0,9.0
1341.0,C with Assembly Language,Holzner,120.00,,,PHI,,817067,CS/E/99-1,3.0,10.0
1342.0,Mastering Windows 3.0,Cowart R.,120.00,,,BPB,,817069,CS/E/99-1,3.0,11.0
1344.0,The MSDOS Programmer's Handbook,Gunter,100.00,,,Galgotia,,817071,CS/E/99-1,3.0,12.0
1345.0,Windows 3 Secrets,Livingstone,396.00,,,Galgotia,,817072,CS/E/99-1,3.0,13.0
1346.0,"Intro, to Art. Intelligence & Expert Sys.",Patterson,89.00,,,Galgotia,,817074,CS/E/99-1,3.0,14.0
1347.0,Encyclopedia of Autocad Release 11,Thomas,375.00,,,PHI,,817068,CS/E/99-1,3.0,15.0
1348.0,Mastering C++,Woollard,360.00,,,BPB,,817073,CS/E/99-1,3.0,16.0
1349.0,C Programming,Holzner,110.00,,,BPB,,817075,CS/E/99-1,3.0,17.0
1350.0,Data Networks,Bertsekas Gallager,75.00,,,Galgotia,,817042,CS/E/99-1,3.0,18.0
1351.0,Data Networks,Bertsekas Gallager,75.00,,,PHI,,817041,CS/E/99-1,2.0,22.0
1352.0,A Practical Guide to Ventura,Mehta,54.00,,,SKW,,823791,CS/E/99-1,3.0,22.0
1353.0,Guide to SQL,Viescas,36.00,,,Microsoft,,823792,CS/E/99-1,3.0,23.0
1354.0,MSDOS Batch Files,,36.00,,,Microsoft,,823793,CS/E/99-1,3.0,19.0
1355.0,Write your own Prog. Using C++,Smith,45.00,,,BPB,,823794,CS/E/99-1,3.0,20.0
1356.0,Understanding the Norton Utilities,Dysin,480.00,,,TP,,823795,CS/E/99-1,3.0,21.0
1357.0,The Waites Gr. Obj. Ori. Prog. In C++,Cafore,250.00,,,Galgotia,,823796,CS/E/99-1,3.0,24.0
1359.0,The Waites Gr. Obj. Ori. Prog. In C++,Cafore,250.00,,,Galgotia,,823798,CS/E/99-1,3.0,25.0
1361.0,Infoword PC Secrets 1992,Halliday C.M,395.00,,,Galgotia,,873293,CS/E/99-1,3.0,28.0
1362.0,Vijay Mukhi's BC++ 3.0 for Windows,Fernades L.,180.00,,,BPB,,824075,CS/E/99-1,3.0,26.0
1363.0,Learn C in 3 Days (REPLACE),Aborlous.S,,,,,,824078,CS/E/99-1,3.0,29.0
1364.0,Data Networks,Bertsekas Gallager,225.00,,,BPB,,824077,CS/E/99-1,3.0,27.0
1365.0,Vijay Mukhi's Novell Net. 386 R 3.11,G. Hatikar,180.00,,,BPB,,824076,CS/E/99-1,4.0,1.0
1366.0,Workout C: Learn C through Exercises,Himmel D.,320.00,,,Galgotia,,824073,CS/E/99-1,4.0,2.0
1367.0,MSDOS Programmer's Handbook,Born,230.00,,,Galgotia,,824072,CS/E/99-1,4.0,3.0
1368.0,Obj. Oriented Prog. Using Turbo C++,Norman Smith,45.00,,,BPB,,824124,CS/E/99-1,4.0,4.0
1369.0,Super Charging Windows ,Robbins,490.00,,,Sybex,,824123,CS/E/99-1,4.0,5.0
1370.0,Waite Gr. Obj. Ori. Prog. In Turbo C++,Lafore R.,,,,,LOST,824122,CS/E/99-1,4.0,6.0
1371.0,The PC Data Handbook,Shell S.,75.00,,,BPB,,830166,CS/E/99-1,4.0,7.0
1372.0,Working with Unix,Mukhi's V.,150.00,,,BPB,,830167,CS/E/99-1,4.0,8.0
1373.0,Mathmatical Elem. Of Comp Graphics,Rogers Adams,, $ 9.50 ,,Mc Graw,,830168,CS/E/99-1,4.0,9.0
1374.0,Mathmatical Elem. Of Comp Graphics,Rogers Adams,, $ 9.50 ,,Mc Graw,,830169,CS/E/99-1,4.0,10.0
1375.0,Mastering DOS 5,Robbins J.,180.00,,,BPB,,830610,CS/E/99-1,4.0,11.0
1376.0,Inside Norton Utilities 6.0,Krumm R.,125.00,,,PHI,,830611,CS/E/99-1,4.0,12.0
1377.0,Compiler Design in C,Holub A.I.,175.00,,,PHI,,830852,CS/E/99-1,4.0,13.0
1378.0,Compiler Design in C,Holub A.I.,175.00,,,PHI,,830851,CS/E/99-1,4.0,14.0
1379.0,Software Engineering,Shooman M.L.,323.00,,,Mc Graw,,826619,CS/E/99-1,4.0,15.0
1380.0,Software Engineering,Pressman,290.87,,,Mc Graw,,826620,CS/E/99-1,4.0,16.0
1381.0,Graphics Prog. In C,Stevens R.J,240.00,,,BPB,,833311,CS/E/99-1,4.0,17.0
1382.0,Turbo C++ Tech. and Application,Ladd S.R,150.00,,,BPB,,833312,CS/E/99-1,4.0,18.0
1383.0,Clean Coding Borland C++,Traister,99.00,,,BPB,,833313,CS/E/99-1,4.0,19.0
1384.0,Unix Conceptsn & Applications (REPLACE),Das S.,,,,,,1384,CS/E/99-2,4.0,20.0
1385.0,Unix System V.4,Das S.,195.00,,,BPB,,833315,CS/E/99-3,4.0,21.0
1386.0,BC++ under Win Test by Parikh,Mukhi S.V,60.00,,,BPB,,833316,CS/E/99-4,4.0,22.0
1387.0,Theo. Of Com. Sc. Auto. Lang. & Compu.,Mishra & Chandra,95.00,,,P.Hall,,833318,CS/E/99-5,4.0,23.0
1388.0,dBase III Plus IV Test,Mukhi S.V,39.00,,,BPB,,833317,CS/E/99-6,4.0,24.0
1389.0,Graphic User Interface Prog. with C,Landymon R.F,150.00,,,BPB,,833319,CS/E/99-7,4.0,25.0
1390.0,The A to Z of PC Virus Protection,Tiwan A.B,40.00,,,Khanna Pub.,,833320,CS/E/99-8,4.0,26.0
1392.0,Introduction to Pascal,Mathur's,250.00,,,TMH,,838499,CS/E/99-9,5.0,1.0
1393.0,Introduction to Pascal,Mathur's,250.00,,,TMH,,838501,CS/E/99-10,5.0,3.0
1394.0,OOP in Turbo C++ (REPLACE),Lofore,,,,,,1394,CS/E/99-11,5.0,2.0
1395.0,Comp. Architecture & Organisation,Hwang & Briggs,, $ 10.50 ,,Mc Graw,,838503,CS/E/99-12,5.0,4.0
1396.0,Comp. Architecture & Organisation,Hwang & Briggs,, $ 10.50 ,,Mc Graw,,838504,CS/E/99-13,5.0,5.0
1397.0,Fundamentals of Computers (REPLACE),Raja Raman,,,,,,1397,CS/E/99-14,5.0,14.0
1398.0,Mastering Page Maker 4 on IBM PC,Altman & Altman,120.00,,,BPB,,842149,CS/E/99-1,5.0,6.0
1399.0,Pascal Programming,Das P.P,90.00,,,Jaico,,842150,CS/E/99-1,5.0,7.0
1400.0,DOS 5: A Developer's Guide,Williams,180.00,,,BPB,,842151,CS/E/99-1,5.0,8.0
1401.0,Mastering DOS 6,Robbins,195.00,,,BPB,,842152,CS/E/99-1,5.0,9.0
1402.0,Operation System,Ritchie,75.00,,,BPB,,849582,CS/E/99-1,5.0,10.0
1403.0,Relational Database Theo. & Practice,Val Occardi,75.00,,,BPB,,849583,CS/E/99-1,5.0,11.0
1404.0,Convert to C and C++,Holems B.J,90.00,,,BPB,,849584,CS/E/99-1,5.0,12.0
1405.0,Fun withFractals(Disk),Robbins,375.00,,,Sybex,,859585,CS/E/99-1,5.0,13.0
1406.0,Mastering Corel Draw 3,Rimmer S.,525.00,,,Tech.,,842295,CS/E/99-1,5.0,15.0
