acession_no,book_title,author,price_inr,price_dollar,price_euro,publisher,issued,number_donated,book_shelf_no,compartment_no,no_copies
2987.0,E - Transformation in Governance,Malkia,2298.00,,,Idea Group,,1084034.0,DCSE/19/1,2.0,16.0
2988.0,Social Network Analysis ,Wasserman Faust,1688.00,,,Cambride,,1088767.0,DCSE/19/1,2.0,17.0
2989.0,Models & Methods in Social Network Analysis,"Carrington ,Wasserman",2860.00,,,Cambride,,1088768.0,DCSE/19/1,2.0,18.0
2990.0,Introduction to Information Retrieval,Manning C.D.,3307.50,,,Cambride,,1088769.0,DCSE/19/5,2.0,17.0
2992.0,The Complete Reference-JAVA,Schildt,496.00,,,Tata MCG,,1090306.0,DCSE/19/1,2.0,19.0
2993.0,The Complete Reference-JAVA,Schildt,496.00,,,Tata MCG,,1090303.0,DCSE/19/1,2.0,20.0
2994.0,The Complete Reference-JAVA,Schildt,497.00,,,Tata MCG,,1090305.0,DCSE/19/1,2.0,21.0
2995.0,The Complete Reference-JAVA,Schildt,425.00,,,Tata MCG,,1090304.0,DCSE/19/1,2.0,22.0
2996.0,Computer Networks,Tanenbaum,426.00,,,Pearson Education,,1090274.0,DCSE/19/1,2.0,23.0
2997.0,Computer Networks,Tanenbaum,427.00,,,Pearson Education,,1090272.0,DCSE/19/1,2.0,24.0
2998.0,Computer Networks,Tanenbaum,428.00,,,Pearson Education,,1090275.0,DCSE/19/1,2.0,25.0
2999.0,Computer Networks,Tanenbaum,435.00,,,Pearson Education,,1090273.0,DCSE/19/1,2.0,26.0
3001.0,Data Communications & Networking,Forouzan,435.00,,,Tata MCG,,1090277.0,DCSE/E/98/5,3.0,4.0
3003.0,Data Communications & Networking,Forouzan,435.00,,,Tata MCG,,1090276.0,CS/08-09/286/7,2.0,27.0
3004.0,Discrete Mathematical Structures with Applications to computer Science,"Tremblay,JP",325.00,,,Tata MCG,,1090287.0,DCSE/19/1,3.0,1.0
3005.0,Discrete Mathematical Structures with Applications to computer Science,"Tremblay,JP",325.00,,,Tata MCG,,1090286.0,DCSE/19/1,3.0,2.0
3006.0,Discrete Mathematical Structures with Applications to computer Science,"Tremblay,JP",325.00,,,Tata MCG,,1090289.0,DCSE/19/1,3.0,3.0
3006.0,Discrete Mathematical Structures with Applications to computer Science,"Tremblay,JP",325.00,,,Tata MCG,,1113509.0,CS/08-09/286/7,2.0,8.0
3013.0,Discrete Mathematical Structures with Applications to computer Science,"Tremblay,JP",325.00,,,Tata MCG,,1090283.0,DCSE/19/5,2.0,11.0
3015.0,Operating System Concepts,Silberchat,479.00,,,Wiley India,,1090294.0,DCSE/19/5,2.0,27.0
3018.0,Operating System Concepts,Silberchat,479.00,,,Wiley India,,1090296.0,DCSE/19/1,3.0,4.0
3019.0,Operating System Concepts,Silberchat,479.00,,,Wiley India,,1090295.0,DCSE/19/1,3.0,5.0
3020.0,Operating System Concepts,Silberchat,479.00,,,Wiley India,,1090291.0,DCSE/19/1,3.0,6.0
3021.0,Operating System Concepts,Silberchat,479.00,,,Wiley India,,1090292.0,DCSE/19/1,3.0,7.0
3022.0,The Complete Reference C++,Schildt,510.00,,,Tata MCG,,1090300.0,DCSE/19/1,3.0,8.0
3023.0,The Complete Reference C++,Schildt,510.00,,,Tata MCG,,1090302.0,DCSE/19/1,3.0,9.0
3024.0,The Complete Reference C++,Schildt,510.00,,,Tata MCG,,1090301.0,DCSE/19/1,3.0,10.0
3025.0,The Complete Reference C++,Schildt,510.00,,,Tata MCG,,1090299.0,DCSE/19/1,4.0,1.0
3026.0,The Complete Reference C++,Schildt,510.00,,,Tata MCG,,1090298.0,DCSE/19/1,4.0,2.0
3027.0,Programming with Perl,"Flynt,J.P",295.00,,,Cengage Learning,,1090261.0,DCSE/19/1,4.0,3.0
3028.0,Programming with Perl,"Flynt,J.P",295.00,,,Cengage Learning,,1090260.0,DCSE/19/1,4.0,4.0
3029.0,Operating Systems,"Stuart,L.B",375.00,,,Cengage Learning,,1090256.0,DCSE/19/1,4.0,5.0
3030.0,Operating Systems,"Stuart,L.B",375.00,,,Cengage Learning,,1090257.0,DCSE/19/1,4.0,6.0
3031.0,Parallel Operating Systems,Carswell.R,350.00,,,Cengage Learning,,1090259.0,DCSE/19/1,4.0,7.0
3032.0,Parallel Operating Systems,Carswell.R,350.00,,,Cengage Learning,,1090258.0,DCSE/19/1,4.0,8.0
3033.0,Foundation of SoftwareTesting,Graham.D,275.00,,,Cengage Learning,CL,1090255.0,DCSE/19/1,4.0,9.0
3034.0,Firewalls & Network Security,Whitman,350.00,,,Cengage Learning,,1090254.0,DCSE/19/1,4.0,10.0
3035.0,Firewalls & Network Security,Whitman,350.00,,,Cengage Learning,,1090253.0,DCSE/19/1,4.0,11.0
3036.0,Applied Simulation Modeling,Seila C.T,395.00,,,Cengage Learning,,1090252.0,DCSE/19/1,4.0,12.0
3037.0,Applied Simulation Modeling,Seila C.T,395.00,,,Cengage Learning,,1090251.0,DCSE/19/1,4.0,13.0
3039.0,Programming with Python,Dawson.M,375.00,,,Cengage Learning,,1090262.0,DCSE/19/1,4.0,14.0
3040.0,Intelligent Data Mining,Ruan D.A,895.00,,,Springer,CL,1094736.0,DCSE/19/1,4.0,15.0
3041.0,Simulation,Ross.S.M,325.00,,,Elsevier,,1094741.0,DCSE/19/1,4.0,16.0
3043.0,Programming in Prolog,Clocksin.W,265.00,,,Springer,,1094740.0,DCSE/19/1,4.0,17.0
3044.0,Applications of Data Mining in Computer Security,Barbara.D,295.00,,,Springer,,1094728.0,DCSE/19/1,4.0,23.0
3045.0,Soft Computing & Intelligent Systems,Sinha.N.K,595.00,,,Elsevier,,1094743.0,DCSE/19/1,4.0,18.0
3046.0,Smart phone & Next Generation Mobile Computing,Zheng.P.,425.00,,,Elsevier,,1113390.0,CS/08-09/286/7,4.0,14.0
3046.0,Smart phone & Next Generation Mobile Computing,Zheng.P.,425.00,,,Elsevier,,1094742.0,DCSE/19/1,4.0,19.0
3047.0,Mining the Web,Chakraborti.S,350.00,,,Elsevier,ISSUED (MG),1094737.0,DCSE/19/1,4.0,20.0
3048.0,An Introduction to Numerical Method in C++,Flowers.B.H,375.00,,,Oxford University Press,,1094727.0,DCSE/19/1,4.0,21.0
3049.0,Computational Intelligence : A Logical Approach,Poole.D.,385.00,,,Oxford University Press,,1094731.0,DCSE/E/98/5,4.0,14.0
3050.0,Software Engineering Fundamentals,Behforooz,360.00,,,Oxford University Press,,1094744.0,DCSE/19/1,4.0,22.0
3051.0,Natural Language Processing & Information Retrieval,Siddiqui.S,295.00,,,Oxford ,,1094739.0,DCSE/19/1,4.0,24.0
3052.0,Engineering A Compiler,Cooper.K.D.,450.00,,,Elsevier,,1094734.0,DCSE/19/1,4.0,25.0
3053.0,Mobile Computing,Kamal.R.,350.00,,,Oxford University Press,,1094738.0,DCSE/19/1,4.0,26.0
3054.0,Digital Signal Processing: A Practical Guide for Engineers & Scientists,Smith.S.W.,450.00,,,Elsevier,,1094733.0,DCSE/19/1,4.0,29.0
3055.0,Computer Organisation & Design,Patterson.D,495.00,,,Elsevier,,1094732.0,DCSE/19/1,4.0,28.0
3056.0,Artificial Intelligence & Intelligent Systems,Padhy.N.P,295.00,,,Oxford University Press,,1094729.0,DCSE/19/1,4.0,27.0
3057.0,Evolutionary Algorhithms for solving multi-objective Problems,Coello.C.A.,1295.00,,,Springer,,1094735.0,DCSE/19/1,4.0,30.0
3058.0,Biomedical Informatics,Shortliffe.E.H.,1500.00,,,Springer,,1094730.0,DCSE/19/1,4.0,31.0
3059.0,Computer System Architecture,M.Morris Mano,350.00,,,Pearson ,,1113428.0,DCSE/19/1,4.0,32.0
3060.0,Computer System Architecture,M.Morris Mano,350.00,,,Pearson ,,1113427.0,DCSE/19/1,4.0,33.0
3061.0,Computer System Architecture,M.Morris Mano,350.00,,,Pearson ,,1113426.0,DCSE/19/1,4.0,34.0
3062.0,Computer System Architecture,M.Morris Mano,350.00,,,Pearson ,,1113432.0,CS/08-09/286/7,2.0,1.0
3063.0,Computer System Architecture,M.Morris Mano,350.00,,,Pearson ,,1113431.0,DCSE/19/1,4.0,35.0
3064.0,Computer System Architecture,M.Morris Mano,350.00,,,Pearson ,,1113429.0,DCSE/19/1,4.0,36.0
3065.0,Computer System Architecture,M.Morris Mano,350.00,,,Pearson ,,1113430.0,DCSE/19/1,4.0,37.0
3067.0,Computer System Architecture,M.Morris Mano,350.00,,,Pearson ,,1113435.0,DCSE/19/1,5.0,1.0
3068.0,Computer System Architecture,M.Morris Mano,350.00,,,Pearson ,,1113434.0,DCSE/19/1,5.0,2.0
3069.0,Computer System Architecture,M.Morris Mano,350.00,,,Pearson ,,1113433.0,DCSE/19/1,5.0,3.0
3070.0,Computer System Architecture,M.Morris Mano,350.00,,,Pearson ,,1113438.0,DCSE/19/1,5.0,4.0
3071.0,Computer System Architecture,M.Morris Mano,350.00,,,Pearson ,,1113437.0,DCSE/19/1,5.0,5.0
3073.0,Digital Computer Electronics,"Malvino,Brown",475.00,,,Tata MCG,,1113457.0,DCSE/19/1,5.0,6.0
3074.0,Digital Computer Electronics,"Malvino,Brown",475.00,,,Tata MCG,,1113458.0,DCSE/19/1,5.0,7.0
3075.0,Computer Networks,Tanenbaum,485.00,,,Pearson ,,1113418.0,DCSE/19/1,5.0,8.0
3076.0,Computer Networks,Tanenbaum,485.00,,,Pearson ,,1113421.0,DCSE/19/1,5.0,9.0
3077.0,Computer Networks,Tanenbaum,485.00,,,Pearson ,,1113420.0,DCSE/19/1,5.0,10.0
3078.0,Computer Networks,Tanenbaum,485.00,,,Pearson ,,1113419.0,DCSE/19/1,5.0,11.0
3079.0,Computer Networks,Tanenbaum,485.00,,,Pearson ,,1113422.0,DCSE/19/1,5.0,12.0
3080.0,Computer Organization & Architecture,Stallings,450.00,,,Pearson ,,1113423.0,DCSE/19/1,5.0,13.0
3081.0,Computer Oriented Numerical Methods,Rajaraman,95.00,,,PHI,,1113425.0,DCSE/E/98/5,4.0,7.0
3083.0,Discrete Mathematical Structures with Applications to computer Science,"Tremblay, & Manohar",375.00,,,Tata MCG,,1113469.0,DCSE/19/1,5.0,14.0
3084.0,Discrete Mathematical Structures with Applications to computer Science,"Tremblay, & Manohar",375.00,,,Tata MCG,,1113470.0,DCSE/19/1,5.0,15.0
3085.0,Discrete Mathematical Structures with Applications to computer Science,"Tremblay, & Manohar",375.00,,,Tata MCG,,1113473.0,DCSE/19/1,5.0,16.0
3086.0,Discrete Mathematical Structures with Applications to computer Science,"Tremblay, & Manohar",375.00,,,Tata MCG,,1113472.0,DCSE/19/1,5.0,17.0
3087.0,Discrete Mathematical Structures with Applications to computer Science,"Tremblay, & Manohar",375.00,,,Tata MCG,,1113471.0,DCSE/19/1,5.0,18.0
3089.0,Data Communications & Networking,Forouzan,470.00,,,Tata MCG,,1113451.0,DCSE/19/5,2.0,14.0
3090.0,Data Communications & Networking,Forouzan,470.00,,,Tata MCG,,1113450.0,DCSE/19/1,5.0,19.0
3091.0,Data Communications & Networking,Forouzan,470.00,,,Tata MCG,,1113454.0,DCSE/E/98/5,4.0,6.0
3092.0,Data Communications & Networking,Forouzan,470.00,,,Tata MCG,,1113453.0,DCSE/E/98/5,3.0,15.0
3097.0,An Introduction to Database Systems,"date,Kannan,Swamynathan",575.00,,,Pearson,,1113389.0,DCSE/19/1,5.0,21.0
3098.0,An Introduction to Database Systems,"date,Kannan,Swamynathan",575.00,,,Pearson,,1113393.0,DCSE/19/1,5.0,20.0
3102.0,Intro. To Automata Theory Languages & Computation,"Hopcraft,Motwani,Ullman",465.00,,,Pearson,,1113407.0,DCSE/E/98/5,1.0,15.0
3104.0,Intro. To Automata Theory Languages & Computation,"Hopcraft,Motwani,Ullman",465.00,,,Pearson,,1113405.0,DCSE/E/98/5,1.0,10.0
3105.0,UNIX Network Programming,Stevens,395.00,,,PHI,,1113551.0,DCSE/E/98/5,1.0,8.0
3109.0,Artificial Intelligence ,"Rich,Knight,Nair",435.00,,,Tata MCG,,1113397.0,DCSE/E/98/5,2.0,1.0
3110.0,Artificial Intelligence ,"Rich,Knight,Nair",435.00,,,Tata MCG,,1113396.0,DCSE/19/5,1.0,27.0
3114.0,Artificial Intelligence ,"Rich,Knight,Nair",435.00,,,Tata MCG,,1113400.0,DCSE/19/5,2.0,18.0
3116.0,Artificial Intelligence ,"Rich,Knight,Nair",435.00,,,Tata MCG,,113398.0,DCSE/E/98/5,4.0,19.0
3117.0,Electronic Commerce,Bhasker,435.00,,,Tata MCG,,1113475.0,DCSE/19/5,1.0,22.0
3124.0,Fundamentals of Computer Algorithm,"Horowitz,sahni,Rajshekhran",375.00,,,University Press,,1113480.0,DCSE/E/98/5,1.0,16.0
3130.0,Fundamentals of Database Systems,Elmasri Navathe,525.00,,,Pearson,,1113483.0,DCSE/E/98/5,2.0,2.0
3132.0,Fundamentals of Database Systems,Elmasri Navathe,525.00,,,Pearson,,1113485.0,DCSE/E/98/5,2.0,3.0
3133.0,Fundamentals of Database Systems,Elmasri Navathe,525.00,,,Pearson,,1113484.0,DCSE/E/98/5,4.0,3.0
3135.0,Fundamentals of Database Systems,Elmasri Navathe,525.00,,,Pearson,,1113487.0,DCSE/E/98/5,3.0,19.0
3138.0,Programming with JAVA- A Primer,Balaguruswamy,325.00,,,Tata MCG,,1113530.0,CS/08-09/286/7,2.0,32.0
3142.0,Programming with JAVA- A Primer,Balaguruswamy,325.00,,,Tata MCG,,1113527.0,DCSE/19/5,1.0,17.0
3143.0,Programming with C,Gottfried,399.00,,,Tata MCG,,1103525.0,DCSE/19/5,4.0,22.0
3144.0,Programming with C,Gottfried,399.00,,,Tata MCG,,1103524.0,DCSE/19/5,4.0,23.0
3145.0,Operating Systems Internals & Design Principles,Stallings,525.00,,,Pearson,,1113542.0,DCSE/E/98/5,2.0,19.0
3146.0,Operating Systems Internals & Design Principles,Stallings,525.00,,,Pearson,,1113521.0,DCSE/E/98/5,1.0,14.0
3147.0,Operating Systems Internals & Design Principles,Stallings,525.00,,,Pearson,,1113520.0,DCSE/19/5,1.0,20.0
3148.0,Operating Systems Internals & Design Principles,Stallings,525.00,,,Pearson,,1113523.0,DCSE/E/98/5,2.0,18.0
3150.0,Data & Computer Communication,Stallings,525.00,,,Pearson,,1113440.0,DCSE/ /52,1.0,3.0
3151.0,Data & Computer Communication,Stallings,525.00,,,Pearson,,1113443.0,DCSE/19/5,1.0,23.0
3157.0,Data & Computer Communication,Stallings,525.00,,,Pearson,,1113444.0,DCSE/19/5,1.0,15.0
3158.0,Data & Computer Communication,Stallings,525.00,,,Pearson,,1113448.0,DCSE/E/98/5,2.0,19.0
3166.0,Computer Graphics Principles & Practices in C,"Foley,Dam,Feiner,John",725.00,,,Pearson,,1113417.0,DCSE/E/98/5,1.0,12.0
3168.0,System Analysis & Design,Elias M. Awad,385.00,,,Galgotia,,1113538.0,CS/08-09/286/7,2.0,10.0
3170.0,Compiler Design in C,Holub. A. I,495.00,,,PHI,,1113409.0,DCSE/19/5,1.0,16.0
3171.0,Digital Computer Fundamentals,Bartee,495.00,,,Tata MCG,,1113459.0,CS/08-09/286/7,2.0,9.0
3172.0,Digital Computer Fundamentals,Bartee,495.00,,,Tata MCG,,113460.0,CS/08-09/286/7,2.0,28.0
3173.0,Let us C,Kanetkar. Y,258.00,,,BPB,,3173.0,DCSE/19/5,1.0,24.0
3174.0,Let us C,Kanetkar. Y,258.00,,,BPB,,1113497.0,DCSE/ /52,1.0,2.0
3177.0,Mathmatical Elements for Computer Graphics ,Rogers Adams,440.00,,,Tata MCG,,1113499.0,DCSE/19/5,4.0,24.0
3177.0,Mathmatical Elements for Computer Graphics ,Rogers Adams,440.00,,,Tata MCG,,1113501.0,DCSE/E/98/5,3.0,6.0
3178.0,Mathmatical Elements for Computer Graphics ,Rogers Adams,440.00,,,Tata MCG,,1113498.0,DCSE/19/5,4.0,25.0
3181.0,Operating Systems Concepts,"Silberschatz, Galvin",499.00,,,Wiley,,113517.0,CS/08-09/286/7,2.0,30.0
3182.0,Operating Systems Concepts,"Silberschatz, Galvin",499.00,,,Wiley,,113518.0,CS/08-09/286/7,5.0,6.0
3184.0,Operating Systems Concepts,"Silberschatz, Galvin",499.00,,,Wiley,,1113519.0,CS/08-09/286/7,5.0,5.0
3185.0,Operating Systems Concepts,"Silberschatz, Galvin",499.00,,,Wiley,,1113515.0,DCSE/19/5,1.0,21.0
3186.0,Operating Systems Concepts,"Silberschatz, Galvin",499.00,,,Wiley,,1097711.0,DCSE/19/5,2.0,13.0
3187.0,Operating Systems Concepts,"Silberschatz, Galvin",499.00,,,Wiley,,1113514.0,DCSE/19/5,1.0,18.0
3188.0,Operating Systems Concepts,"Silberschatz, Galvin",499.00,,,Wiley,,1113513.0,CS/08-09/286/7,2.0,29.0
3190.0,Operating Systems Concepts,"Silberschatz, Galvin",499.00,,,Wiley,,1113911.0,DCSE/E/98/5,3.0,16.0
3195.0,Computer Graphics- C Version,"Hearn, Baker",675.00,,,Pearson,,1113415.0,DCSE/ /52,1.0,1.0
3198.0,An Integrated Approach to Software Engineering,Jalote,350.00,,,Narosa,,1113387.0,DCSE/E/98/5,1.0,3.0
3199.0,Advanced Computer Architectures- A design space approach,"Sima, Fountain",655.00,,,Pearson,,1113383.0,DCSE/19/5,4.0,26.0
3200.0,Advanced Computer Architectures- A design space approach,"Sima, Fountain",655.00,,,Pearson,,1113386.0,DCSE/19/5,4.0,27.0
3201.0,Advanced Computer Architectures- A design space approach,"Sima, Fountain",655.00,,,Pearson,,1113385.0,DCSE/E/98/5,1.0,13.0
3203.0,Advanced Computer Architectures- A design space approach,"Sima, Fountain",655.00,,,Pearson,,1113382.0,DCSE/E/98/5,1.0,11.0
3204.0,Object Oriented Programming with C++,Balaguruswamy,299.00,,,Tata MCG,,1113504.0,DCSE/19/5,1.0,25.0
3205.0,Object Oriented Analysis & Design with Application,Booch,635.00,,,Pearson,,1113507.0,DCSE/19/5,1.0,19.0
3213.0,Artificial Intelligence- A Modern Approach,"Russell,Norvig",535.00,,,Pearson,,1113402.0,DCSE/E/98/5,3.0,17.0
3214.0,Artificial Intelligence- A Modern Approach,"Russell,Norvig",535.00,,,Pearson,,1113403.0,DCSE/19/5,1.0,26.0
3215.0,Modern Operating System,Tanenbaum,450.00,,,PHI,,1113505.0,DCSE/E/98/5,1.0,9.0
3217.0,Digital Logic & Computer Design,Mano.M.M,375.00,,,Pearson,,1113467.0,DCSE/ /52,2.0,1.0
3218.0,Digital Logic & Computer Design,Mano.M.M,375.00,,,Pearson,,1113466.0,DCSE/ /52,2.0,2.0
3219.0,Digital Logic & Computer Design,Mano.M.M,375.00,,,Pearson,,1113465.0,DCSE/ /52,2.0,3.0
3221.0,Digital Logic & Computer Design,Mano.M.M,375.00,,,Pearson,,1113463.0,DCSE/ /52,2.0,4.0
3222.0,Digital Logic & Computer Design,Mano.M.M,375.00,,,Pearson,,1113462.0,DCSE/ /52,2.0,6.0
3223.0,Digital Logic & Computer Design,Mano.M.M,375.00,,,Pearson,,1113461.0,DCSE/ /52,2.0,5.0
3224.0,"Micro Computer systems, the 8086/8088 family,Architectures, Programming & design","Liu,Gibson",325.00,,,PHI,,1113503.0,DCSE/ /52,2.0,10.0
3225.0,"Micro Computer systems, the 8086/8088 family,Architectures, Programming & design","Liu,Gibson",325.00,,,PHI,,1113502.0,DCSE/ /52,2.0,11.0
3226.0,Software Engineering-A Practitioners Approach,Pressman,611.00,,,Tata MCG,,1113534.0,DCSE/ /52,2.0,7.0
3227.0,Software Engineering-A Practitioners Approach,Pressman,611.00,,,Tata MCG,,1113533.0,DCSE/ /52,2.0,8.0
3228.0,Software Engineering-A Practitioners Approach,Pressman,611.00,,,Tata MCG,,1113532.0,DCSE/ /52,2.0,9.0
3229.0,Applying UML & Patterns,Larman C.,525.00,,,Pearson,,1097702.0,DCSE/ /52,2.0,12.0
3230.0,Artificial Intelligence :  A Guide to intelligent system,Negnevitsky. M,425.00,,,Pearson,,1097703.0,DCSE/ /52,2.0,13.0
3232.0,"Automata Theory,Language & Computations","Hopcraft,J E",465.00,,,Pearson,,1097705.0,DCSE/ /52,2.0,14.0
3233.0,"Compilers Principles, Techniques & Tools","Aho, AV",625.00,,,Pearson,,1097706.0,DCSE/19/5,2.0,20.0
3234.0,Computer Algorithms Introduction to design & Analysis,"Baase,S",525.00,,,Pearson,,1097707.0,DCSE/ /52,2.0,19.0
3235.0,Computer Graphics with Open GL,Hearn,685.00,,,Pearson,,1097798.0,DCSE/ /52,2.0,15.0
3236.0,Computer Networking with internate protocols & Technology,"Stalling , W",510.00,,,Pearson,,1097709.0,DCSE/ /52,2.0,16.0
3238.0,Computer System Design & Architecture,"Heuring,VP",475.00,,,Pearson,,1097711.0,DCSE/ /52,2.0,18.0
3239.0,Concepts of Programming Languages,"Subesta, RW",540.00,,,Pearson,,1097712.0,DCSE/ /52,2.0,17.0
